IDX	상호명	리뷰	점수
1300	홍가물텀벙	우리 이쁜이가 별1개만 주래요. 맛이 별로라고요.	1점
1301	화가와그림	선생님 친절하시고 잘가르치셔요^^	5점
1302	화도공인중개사	다른 부동산에서 땅을 샀는데 동생이 거래하는 화도부동산이 더 설명도 정확하고 좋군요^^ 다음에 강화도 가면 화도면 화도초등학교 앞에 있는 화도부동산 그냥 한번 가보세요 .. 	5점
1303	황금	맛없음... 꽃게탕애 그물망나와서 이거뭐냐하니깐 그물망이라고 당연하다는듯이말하고 미안함 1도 없었음 그래도 맛있음 모름 진짜 맛 없드라 꽃게랑 과자가 더맛있개느껴진건처음   	1점
1304	황금공인중개사사무소	거래 잘한것 같아.. 기분이 좋네요.. 문제있음 연락드릴게요 소장님~	5점
1305	황금미용실	최고예요	5점
1306	황금족발.보쌈	보통이에요	3점
1307	황소곱창구이	보통이에요	3점
1308	효동각	불친절해요 	1점
1309	효성공인중개사	사장님 너무 친절하게 상담해주셔서 감사합니다!!!  좋은집 구한거 같아요 감사합니다.	5점
1310	효성타일	믿고 맡긴다? 글쎄 내 생각엔 성의가 별루던데~	1점
1311	훼미리마트신동아	"일요일에는 로또 구매하지 마세요~~! 눈치보면서 구매해야 합니다.  두분이 계시는데, 로또쪽 계산하는 분은 인상쓰면서 다른쪽 직원에게 구매하라고 쳐다보지도 않고 이야기 합니다.(2.23일-매장 cctv보시고, 2주전 및 그 이전도 보세요) 아니, 팔기 싫음 로또는 간판을 내리던가 해야지 구매하러 온 소비자한테 사지 말라는 식으로 불친절하게 하면 사는 사람은..."	1점
1312	흙담이앤씨	사무실이끝내주네요.대박입니다.	5점
1313	희망공인중개사	최고예요	5점
1314	희망세상어린이집	공동육아...... 부모들이 조금 힘들어도 아이들은 건강하게 놀 수 있는곳.  한유총 사태를 보니 공동육아가 답인듯 하네요	5점
1315	희망식당	별로예요	1점
1316	힘센장어	참숯에 구워주는 맛있는 집입니다...	5점
1317	힘찬오리	친절하고 맛있어요	5점
1318	힘찬장어	직원분이 한국어를 알아들었다면 더 좋았을 텐데..	4점
1319	딱한잔횟집	짱 맛있어요~~  유튜브 채널도 놀러오세용~~	5점
1320	59피자	싸고 맛있어요 ㅎㅎ	5점
1321	평양찹쌀야채순대	최고예요	5점
1322	베누스에스테틱	고객님 어떤 문의 전화를 하셨는지요..저희 에스테틱은 체계적인 교육과 기술을  우선으로 고객님들께 보다 나은 서비스를 목적으로 하도록 노력하고 있습니다. 무언가 오해를 하신 듯 합니다. 바쁘시더라도 전화 상담보다는 샵으로 방문하셔서  상담을 받아보시는건 어떠신지요 .^^	5점
1323	야우리공인중개사	"토지및공장,주택,상가일체를 성실,정직을 슬로건으로 삼고 친절하고 정확하게 중개하고있습니다.언제든지 연락주시면 상세히 답변해 드리겠습니다."	5점
1324	느티나무사진찍는집	증명사진 찍으러 갔다 가족사진까지... 사장님 너무 친절하시고 무엇보다 사진 넘 맘에 들어요... 짱 추천합니다.	5점
1325	대야동주유소	저렴해서 좋아요	5점
1326	레뷰가운	최고예요	5점
1327	꿈쟁이어린이집	8갤 맘이에요 ㅎㅎ직장다니고 있어서 아이한테 항상 미안한맘 가지고 있었는데 그래도 여기얼집 보내놓고 안심이되요 아이가 항상 웃으면서 생활하고 선생님들도 친절하시네요~ 덕분에 맘편히 근무합니다~	5점
1328	벨라헤어	밸라밸라 멋진 cut 2주만에 다시 찾은 곳	5점
1329	원조남원추어탕2	돌솥밥이 맛있어요! 추어탕은 더끝내줘요~~~	5점
1330	중앙열쇠도장	따요따요 다따요 ~! 제마음도 따일뻔 했습니다	5점
1331	더드림인테리어	"정말 마무리까지 깔끔하게 해주셨고, 너무 친절하셔서 소개도 많이 하겠습니다 번창하세요!!"	5점
1332	세븐일레븐	갈때마다 친절하세요~~ 감사합니다~. 	5점
1333	정왕책문고	쾌적한공간과 책도많은것같아요 사장님도친절하시구요	5점
1334	코리아부동산	이번에 소개받고 좋은 매물로다가 구했습니다 ~ 사장님이 좋으신 분이라 좋은 정보도 많이 주시고 좋은 매물로만 찾아주시는 모습에 믿고 가게 됐습니다 	5점
1335	더큰요양보호사교육원	"요양보호사 국비지원(실업자,근로자)"	5점
1336	정아공인중개사	별이5개가 모자라는감이. ㅡ 한번 맺은인연 ㅡ 고마워여 ㅡ 너무 손님한테 친절하신 .  정아부동산. ㅡ. 차정아대표님 ㅡ 소개많이해주시구 ㅡ 좋은방두 많이 아시구 ㅡ 기분좋은 부동산 이내요 ㅡ. 항상 행복하세용 ^^*	5점
1337	미래공인중개사	얼마전에 급하게 방 구해야해서 문의드렸었는데 친절히 안내해주시더라구요~ 사장님도 친절하시고 좋은 정보 많이주셔가지고 많은걸 얻어갑니다. 다음에 또 찾아뵐께요 감사합니다^^	5점
1338	충청도횟집	최고예요	5점
1339	경기부동산	너무 친절하시고 감사해요. 월곶동만 오면 행운으로만 찾아갈수 밖에 없네요 감사해요	5점
1340	우정회집	"가게 바로앞에 주차할 수 있고, 일하시는 분들이 엄청 친절하시고 이것저것 잘 챙겨주셔서 너무 좋았어요 ㅎㅎ 다른 곳 가려다가 너무 불친절해서 그냥 나왔는데 만족하고갑니당!!!!"	5점
1341	열린부동산	"사장님이 매우친절하게 상담해 주셔서 감사해요~"""""	5점
1342	영남공인중개사무소	사장님 정말 친절하시고 좋아요~~	5점
1343	기아자동차부품상사	친절하게 응대해 주세요	5점
1344	튼튼영어시흥시화교육본부	멋지고 실력있는 원장님과 강사님 홧팅!	5점
1345	황금알공인중개사무소	저번에 원룸 알아봐주신거 감사해요 날씨도 더운데 고생하셨네요.ㅎ	5점
1346	창민공인중개사사무소	이른 아침부터 상담 부탁드렸는데 너무 감사합니다. 근데 시간이 그때밖에 없어서...	5점
1347	지에스칼텍스시화공단주유소	주유하러 매번가는데 음료도 주시고 서비스굿	5점
1348	뉴로즈모텔	깨끗해서 이용하기 좋았어요. 가성비 좋은 곳이라 만족하고 갑니다~~	5점
1349	시화이마트	엄천난 주차비에 기분이 흐리는데....다신 가고싶지않아요... 	5점
1350	도도헤어	친절과 실력이 검증된 원장님의 자신감이 고객 대만족!!!	5점
1351	구슬치기	최고예요	5점
1352	합기도	"명호집입니다.  명호가 합기도 공인협회 용인재남무술원 검정띠심사 이후로 자신감과 어른들께 인사 잘하고, 목소리도 커지고 동생을 챙겨주는 모습이 대견스럽습니다.사범님들과 관장님께 감사드립니다. 완무관 화이팅 입니다. 감사드립니다.^^~"	5점
1353	빅마트	직원분들 친절하심 계산하시는 분 친절하심 ! 	5점
1354	영원고시텔	고시원이라기보다원룸형큰방이고 주인 직접운영하여 깨끗하고 상업지역이아니라조용함 .특히1층이 주차장이어서 주차하기편리하고 공용시설이 층마다있어 매우편리함	5점
1355	명물쭈꾸미	아구찜 대박 맛있어요. 여기서 30번 이상 시켜먹었어요. 제대로 된 아구찜을 못만드는 집이 의외로 많더라구요! 여긴 진짜입니다. 정왕동 아구찜 맛집이에요	5점
1356	한국정통맛사지	최고예요	5점
1357	캐리어에어컨	캐리어에어컨 시흥총판은 캐리어에어컨 판매직영점입니다. 가정용에서부터 중대형 시스템냉난방기까지 전제품을 구비하여 도소매하는 업체입니다. 고객님의 냉난방을 책임지겠습니다. 언제든지 방문견적 가능합니다. 전화번호 031)434-9507	5점
1358	수공인중개사	여기 역 앞쪽 원룸~ 여자살기...위험하진 않나요?!!! 엄마가 역근처에 정왕동쪽 원룸많아서 동네 알아보고 있어서요	5점
1359	gs주유소	근처에서 가장저렴하고 신식이라 기름도 깨끗하고 세차서비스도 내부세차까지 해줍니다! 	5점
1360	대신학원	학생 개인별 특성을 고려하여 지도하며 부모님과 상담을 통하여 학교교육과 연계성을 갖습니다. 영.수과목에 있어 개인별 수준을 고려하여 지도하며 반복학습을 많이합니다. 	5점
1361	쿨쿨하우스	8개월동안 잘쉬다가 가요! 시설이 너무좋고 주차도 편해서 지내는데 불편함이 전혀없었어요~ 원룸형 고시텔이라 여기는 거의 원룸이라고 할 수 있으니 참고하세요! 방음도 잘되어있고 일반고시텔들이랑은 퀄리티가 달라요!! 이쪽으로 일이잡히면 또 오겠습니다^^	5점
1362	모드니헤어샵	사장님께서 오랫동안 직접하셔서 스타일링 확실하게 해주십니다!!  가격도 저렴하고 좋은제품만 고집하셔서 믿을수있어요!!!!	5점
1363	여자말을잘듣자	YouTube에서 '여자말을 잘 듣자 - 정음' 보기 - https://youtu.be/UzxT06vCG8s	5점
1364	최고집칼국수	맛있어요	5점
1365	조아이불할인매장	인터넷오픈매장에  직접오시면  이불 .커턴. 타올. 원단. 다양한물건 엄청 싸게판매합니다	5점
1366	진골감자탕	국물 진하고 맛있어요.	5점
1367	가야에너지	등유 경유배달	5점
1368	강가철판두루치기	최고예요	5점
1369	꽃일오삼플라워	사장님께 너무 친절하시고 어머니같은 마음으로 말씀을 해 주시니 너무 감사 드립니다	5점
1370	산록원	맛 최고예요. 가격도 저렴하고 양도 충분해요. 	5점
1371	헤어플러스	그리 친절하다기보다 실력이 좋아서 다녀요 	5점
1372	치칵치칵	맛있고 가성비 짱^^	5점
1373	한국프로파일	남선프로파일 시화총판으로 작업능력과 친절함이 특징임	5점
1374	따르릉	최고예요	5점
1375	웰-바이크	정말 좋은샵입니다 	5점
1376	양평서울해장국	최고예요	5점
1377	난돈이좋아	"대패삼겹살이 대패치고 비싸긴 하지만 진짜 맛있어요! 지금까지 먹었던 냉동대패 생각하면 오산!!!! 삼겹살도 맛있고, 고기 질이 다 좋았어요"	5점
1378	불난닭발	은근히 올라오는 매운맛과 불향기가 최고인 닭발 최고 맛집입다	5점
1379	피아노이야기음악학원	최고예요	5점
1380	준MAN헤어	최고예요	5점
1381	디지털대성	"시흥시에서 가장 잘 가르치는 학원으로 유명합니다.우수한 강사진을 갖추고,전문적인 프로그램으로 성적 향상을 책임지는  학원이며, 53년 전통의 노량진,강남대성학원 직영이며 초,중,고 재학생 전문학원입니다. 또한 학부모 신뢰도,학생 만족도 1위학원입니다. 자녀들을 꼭 보내셔서 확인해 보시기 바랍니다."	5점
1382	신천연합식당	커피종류가 다양하고 각자 다른 매력이 있어서 선택하는 것마다 다 맛나요	5점
1383	홍매식당	요기요로 자주 시켜먹었는데 직접가서 먹었는데 존맛이에요 꼭 가보세요!	5점
1384	손맛추어탕	맛있어요 확실히 뭔가 내공있는듯	5점
1385	의정부참부대고기	아 진짜 내가 여태까지 먹어본 부대찌개중에 최고다ㅜㅜ 사진보니까 또 가고싶네 ㅜㅜ	5점
1386	드림카서비스	과잉정비 없이 꼼꼼히 봐 줌  정비소 찾다가 발견  	5점
1387	송가네막국수	일반 냉면 처럼 자극적이지 않음 은은하지만 좋은 향과 맛이있음  비빔도 흔히아는 새콤 달콤 비빔이 아닌 고추장베이스의 묵직하고 고소한 비빔 	5점
1388	현대자동차	만나면 기분 좋은사람 윤제동 차장 011-663-5378	5점
1389	까페엘빈	커피맛나요	5점
1390	현대썬마트	최고예요	5점
1391	구이가	다 맛있어요~ 집밥 느낌	5점
1392	광개토부동산	최고에요!! 젊은 사장님	5점
1393	문구네식당	최고예요	5점
1394	한양건강원	최고예요	5점
1395	바로구은빵	이집은  빵도 맛있지만 케익은 더~~~~~ 한수위라는 말씀ㅋㅋㅋ 꼭 한번씩은 먹어보세요. 	5점
1396	살찌는케이크	여기 개쩜.. 단거 싫어해서 케이크 별로 안좋아하는데 여긴 별로 안달아서 좋아요. 이렇게 맛있는 케이크집 찾기 드뭄.	5점
1397	세종부동산	비도 많이 오고 여기저기 많이 귀찮게 물어봤는데 너무 친절하게 안내해주셔서 감사합니다.^^	5점
1398	조아부동산	최고예요	5점
1399	꽃153플라워	사장님께 너무 친절하시고 어머니같은 마음으로 말씀을 해 주시니 너무 감사 드립니다	5점
1400	탐나짬뽕	쟁반짜장 고기짬뽕 먹었는데 맛있었음	5점
1401	화이트하우스리빙텔	젤 맘에 들어서 4군데 다녀보고 딱 계약했어요!! 시설좋은데 가격대비 최곤거 같습니다!!	5점
1402	정관장홈삼연성전시판매장	항상 친절한 상품설명 감사합니다.	5점
1403	컷트클럽	컷트하고 오징어먹물 염색까지해서 만5원에 해주시는데 맘에 들었다. 블루클럽이 찾다가 우연히들러서 머리했는데  아주머니가 친절하시고 경력도 꽤 있으셔서 솜씨가 굉장히 좋다. 	5점
1404	우리공인중개사	강추강추....너무친절히알려주시고 상가구할려는데그때도 부탁드려요 감사합니다.	5점
1405	우석사진관	최고예요	5점
1406	행복을전하는꽃집	꽃들이 너무 이뻐요~~~	5점
1407	전라도막횟집	이 집 가성비 좋습니다	5점
1408	홍태양양꼬치구이	최고예요	5점
1409	사계절반찬	5일장에 나와서 4개 5천원파시는뎅 저렴해서 구매했네요. 가격만 저렴한게 아니라 맛도 괞찮습니다. 짜지않거나 자극적이지 않게 드시는 분 좋을듯하고요. 재료 신선한  걸 쓰시네요! 그날 판매분은 그날 만드시는 듯합니다. 마늘쫑대 같은 건 하루 이틀 익히면 잘 어울리고요.	5점
1410	월곶세탁소	최고예요	5점
1411	돼야지	추천으오 갔는데 이젠 자주가는 단골집이 되었네요	5점
1412	용인대태백태권도장	♥아이들이 웃을수 있는곳♥♥배움의 즐거움이  있는곳♥☆키즈펀 태권도☆	5점
1413	헤어갤러리	잘 잘라주시고 친절하십니다 다른 미용실은 여자라고 더 받는데 여기는 성별 상관없이 가격이 같아요	5점
1414	한양합판목재	"전국! 어디든지! 친절하게 문의에 답변해 주시고, 친절하시고, 성실하신것 같아 추천드려요~"	5점
1415	주리미용실	솜씨 정말 최고예요 	5점
1416	스마트서점	책 종류도 많고 친절하네요^^	5점
1417	한국지재권보호연구소	주민 편의를 위해 생활용품 원가세일과 5만원 상당 구매 고객께는 최신영화 무료예매권 2매를 드립니다. 많이 애용해 주세요 *^^	5점
1418	어반로스팅	최고예요	5점
1419	수산대장간	대장간	5점
1420	명품낚시등산아울렛	친절하십니다	5점
1421	뿌리깊은나무	정말 친절하고 사랑과 행복을 전하는 꽃집 입니다.. 가격도 착하고 꽃다발 꽃바구니도 너무너무 이뻐요.. 화분의 나무들도 정말 잘자랍니다	5점
1422	터보자동차공업사	"터보손세차장~~정말 꼼꼼하고 세련된 손세차를 해 주네요. 외관은 말 할것도 없고~~실내 의자밑바닥,문틈 구석구석 까지도~찌든때 먼지 한톨이라도 용납을 안 하네요. 새차를 받았을때의 느낌 입니다. 최고 입니다."	5점
1423	바비헤어	오늘 장발에다 거지머리꼴하고 갔는데 깔끔하게 펌 해주셨어요~~	5점
1424	무인텔	깔끔하고 좋아요 친절해요	5점
1425	미소공인중개사	최고예요	5점
1426	시골영양탕	싸장뉨!쵝오!양도짱!맛도짱입니다요^^~친절하시궁~유머감각에~작은줄알았던가게안이시골집안마당처럼넓고마당안에서도먹을수있었고요~평상에앉아서먹을수도있더라구요!ㅋㅋ그런데...ㅎㅎ남자사장뉨~스톼일~멋지세요^^인상깊이남을겁니당~꼽슬~꼽슬~암튼밑반찬도집에서엄마가해주시던맛이였고~잘해주셔서감사했습니다 !담에시흥시포동에가믄꼭한번들릴께요!그때도마니마니!주세여~!	5점
1427	워터킹커피로스터스	커피 진짜 맛있어요! 또 오고 싶을 것 같아요♡ 분위기도 좋고 비오는 날 오면 너무 좋은 곳♡	5점
1428	흥부네쌈밥	동네 식당이라 크게 기대 안하고 갔는데 역시 홀담당 남직원 친절하시고 빠릿빠릿하니 서비스 받는 느낌 제대로납니다. 음식들도 하나같이 다 맛있고 메인도 훌륭함(오리주물럭) 가격도 부담스럽지 않고 볶음밥도 맛있음^^ 5만원에 셋이서 배터지게 먹고 나와서 매우 만족하여 리뷰 답니다~ 동네 주민으로서 자주 들러야 겠슴다~	5점
1429	라브릿지헤어살롱	헤어컷~ 펌~ 머리에 관한건 굳~~ 다잘하심~~ 컷을하고 시간이지나도 지져분해지지않고.. 펌도 넘 자연스럽게 오래감~~  민우원장님 굳이에요	5점
1430	즉석떡볶이	개맛잇아여 단골이에요	5점
1431	경희대태권스쿨	최고예요	5점
1432	도야족발	최고예요	5점
1433	카페앤드디올	!	5점
1434	정통숯불통닭바베큐	정왕동에서 최고에요	5점
1435	킹할인마트	가격은 싼편 일단 가게 주인과 직원분들이 친절 몇몇 제품은 다른 마트보다는 조금 가격이 있음 잘 보면 실속있게 살 수 있어요 멸균우유 같은거 2400원 다른곳은 1800원 인터넷 주문시 가격이 1700~1900원이고 택배비 따지면 저렴하다고 볼 수도 있네요 	5점
1436	신일공인중개사사무소	정말 공기 좋고 깨끗하고 조용한 곳에 집을 구하게 되어서 넘 좋아요. 감사합니다.	5점
1437	대림공인중개사	친절하신 안내 덕분에 좋은 집 잘구했네요 감사드립니다~!	5점
1438	삼성DIGITALOA	"정말 만족합니다. 복합기 사무실에서 임대로 쓰고있는데 관리도 철저하시고, 항상 친절하게 잘해주세요~"	5점
1439	압구정돈까스	최고예요	5점
1440	황금시루	최고예요	5점
1441	에녹실용음악학원	인테리어가 카페베네에 온거같아요 ㅎㅎ	5점
1442	동해안횟집	최고예요	5점
1443	남주희음악학원	시흥에서 취미/입시 실용음악하면 남주희실용음악학원이 제일 인기가 좋던데  이유가 뭐죠?  시설이 좋은가요? 원장님이 친철하시고 강사분들도 뛰어난 분들이 많다는데 ... 정말 맞는것 같아여 1:1 레슨일 하다보니 더 잘 알려주시는것 같아요.	5점
1444	남원참추어탕	남원식추어탕.강추합니다.	5점
1445	대림상사	친절하게. 상담 해주시네요.	5점
1446	시화인력	가족같은인력믿고맡길만한인력 사랑합니다	5점
1447	간판	원하는만큼 해주시니까	5점
1448	한량이야기	최고예요	5점
1449	약손건강안마지압원	장소는좀 구린데 맹인아저씨 짱잘해주심 ♥	5점
1450	007공인중개사	친절하고 진실된 부동산 입니다.	5점
1451	뱀내골버섯나라	버섯도 다양하고 산낙지 산전복  너무맛나게 잘 먹었어요 후회없는 선택 숨어있는맛집 !!!행복한하루였네요	5점
1452	토스트굽는사람들	대존맛	5점
1453	얼큰이숯불바베큐	"14000원의 가격에 이정도 양에 맛까지 그냥 할말이 없슴다. 그냥 한번 먹어보자였는데, 좋습니다 ㄹㅇ. 역시 집앞의 노브랜드 치킨집이 짱인것 같슴다. ㅊㅊ드림 속는셈 치고 먹어보시길"	5점
1454	대생이고기집	최고예요	5점
1455	114공인중개사	집알아볼려고 정말 많이 돌아다녔는데 다른곳 처럼 상업적이지 않은 느낌이 좋았습니다~ ^^ 번창하세요~	5점
1456	다호모텔고시원	오이도의 민박중 가장 깨끗하고 편안한 숙박 자리랍니다. 4~5층의 넓은 객실과 단체방도함께하고 있어서 누구나 이용이 가능한곳으로.. 객실 하나하나~ 정말 청결하고 무엇보다 가격이 정말 저렴한곳 이랍니다.	5점
1457	명인열쇠도장	평점이 높은덴 이유가있네 솔직히 다른열쇳방사장들은 싸가지없다는게 전화에서 느껴지는데 여긴아니어서좋네	5점
1458	황해공인중개사사무소	인간적인 믿음이 가는 업체라는 말이 정말 맞는거 같습니다. 추천업소입니다!!	5점
1459	연공인중개사무소	맘에 쏙 든 집 구해주신 사장님 고맙슴다	5점
1460	쉘위정2020라이브카페	최고예요	5점
1461	도일도장	최고	5점
1462	평화24시불가마사우나	"깨끗하고 넓어요...거기에 착한 가격!  시흥시청 맞은편 등기소 앞에 있어요~ 전통 불한증막, 얼음방, 소금방 다 있어요~"	5점
1463	스시포차	사장님 특별메뉴로 준비해주신 송년회~ 늘 신선한 재료로 정성스런 음식 잘먹었습니다^^	5점
1464	해동검도	최고예요	5점
1465	들깨&바지락칼국수	존맛입니다...	5점
1466	이벤트광고기획	원하는만큼 해주시니까	5점
1467	바다가보이는집	가격도 저렴하면서 친절하기까지한 대단쓰한곳!!!! 1박하고 놀기 딱 조으아요오	5점
1468	프라넬커피	최고예요	5점
1469	내고향회집	조개 구이짱!!! 생각해보니까 오이도올때마다 매년 여기로왔었었네요 친절하고 맛나용	5점
1470	보성인테리어	서해 1차 상가에 있는 보성인테리어입니다. 방문해주시는 한분한분 동네이웃 이라 생각하며 최선을다해 보답해 드리겠습니다.	5점
1471	본가만두전골전문점	강추.. 맛도 좋고 양도 대박 많음. 3시10분에 가서 ;=; 포장해왔는데  집에서 배터지는줄... 4인가족. 전골2 만두2 닭강정1 사왔는데.. 닭강정이랑 만두1먹고... 배불러서 나머진 내일 먹기로요...	5점
1472	우송공인중개사사무소	시흥쪽에 원룸구하느라 혼자 애먹을뻔했는데 좋은분만나서 신속하게 계약할 수 있어 좋았습니다. 감사합니다 ^ ^ 번창하세요~	5점
1473	착한포차	뭐든 다 맛있고 가격도 착해요!	5점
1474	해전옥	친구와 편하게 술값 부담없이 마실수 있는곳 가성비 갑  주문하기전 사장님께 오늘의 추천 안주를 물어보세요	5점
1475	중국해운	친절해요~	5점
1476	지오미용실	최고예요	5점
1477	삼성부동산	저번주랑 이번주 연락드린 사람입니다. 매물 상담 너무 감사드립니다~ 다시한번 연락드릴께요!!	5점
1478	아이월드안경원	짱 좋아요!! 친철하시구 주인 아저씨의 따뜻한 말투가 인상적이였오요 	5점
1479	10온스	커피 맛있고 비교적 저렴해요 사장님도 친절하심??	5점
1480	서울디자인	간판일을 잘하시고 성실하며  시화에서 오래된업체이며 믿고 맡길수있는 업체입니다	5점
1481	정왕카센타	참 잘고쳐 주셨어요 다른정비소에서 원인도 모르는것을 이곳에 와서 재대로 고쳤어요  차탈때 찜찜한 마음이 싹 없어졌어요  사장님 고맙습니다	5점
1482	가나안정육점	최고예요	5점
1483	노보텔	최고예요	5점
1484	까페개정촌	좋아요	5점
1485	경기제일고시학원	"역시 잘 알려주네요~ 주변에서 소개해줘서 수강하게 되었는데, 정말 처음부터 합격하는 그날까지  꼼꼼하게 잘 체크해주시고, 잘 알려주셔서 너무 감사합니다."	5점
1486	한신부동산	이번에 A6쪽으로 알아본 사람입니다. 대표님이 워낙 친절하게 발품팔아서 알아봐주셔서 기분좋게 상담하고 잘 구했습니다. 힘들었는데 너무 고맙습니다 대표님.. ^^	5점
1487	하늘땅공인중개사	사장님도 친절하시고 믿을 수 있는 업체네요	5점
1488	턱스헤어	그저 갓..  경기도권 탑이라고 해도 부족함 웃으면서 미용실 나온 기억뿐	5점
1489	희망공인중개사사무소	계약했는데...사장님 너무 친절하시고 저렴한 주택중개해주셨어요	5점
1490	위브중개사	두산위브 아파트가격은요	5점
1491	우주공인중개사사무소	방이 넓고 물도 잘나오고 난방도 너무 잘되요 ^^주위에 시장도있고 있을거없을거 다있어서 편하구요 ^^ 버스정류장이랑 가까워서 출퇴근하기도 좋아요 진짜 방 완전 맘에들어요.많이 신경써주셔서 너무 고마워요~~정왕동 원룸중개전문 031.319.0556 박소장010.5181.5600	5점
1492	생선지존진땡이	최고예요	5점
1493	로또앤토토	최고예요	5점
1494	치킨쥼	굿굿!	5점
1495	광일호수산	눈에 보여서 들어갔는데 자연산 도미 먹었습니다 ^^* 최고 !!!!그 앞에 횟집은 보통 10만원 막이래서 너무 부담 스러운데 ㅠㅠㅠㅠㅠㅠ 여기는 훨씬 저렴해요  그리고 자연산 하고 양식 같이 판매를 해서 골라 먹을수있습니다 !!!  들러보세용 다음에는 옆에서 먹고있는 샤브샤브 먹으러 가야겠어요 ㅎㅎ	5점
1496	런던베이직학생복	AS빠르고 바지 스판기능 짱이에요	5점
1497	대지부동산	친절한 상담 감사합니다. 업무외에 상담까지 해주셔서 감사합니다. 저도 노후연금으로 공인중개사 공부를 하고 싶습니다.	5점
1498	카페인	커피가 맛있음. 바닷가 쪽이라 경치 좋음. 가격이 주위에비해 저렴함. 사장님  미인. 	5점
1499	태산공인중개사	친절해요~	5점
1500	안골농장	최고예요	5점
1501	좋은날국수집	육수 맛집	5점
1502	미각양꼬치구이	최고예요	5점
1503	대우정왕바로정비코너	굿굿	5점
1504	박가네오리농장	맛있땅	5점
1505	다이와	최고예요	5점
1506	시흥	진짜 맛잇음..그냥 최고임 	5점
1507	코디사무용가구	"사무실이 작아서 어떤 걸 넣어야 될지 엄청 고민했는데, 수량이 작아도 견적 잘 맞춰주시고 상담도 잘 해주셔서 감사해요! 덕분에 사무용 가구 잘 맞춰 넣은거 같습니다!"	5점
1508	남도사철탕	보신탕 매니아인데...깔끔하고 맛있네요	5점
1509	난곡재	부모님모시고 식사했는데 너무 만족요~~~맛있게드시니 기분이너무 좋네요^^	5점
1510	미래로공인중개사	발품 여러군데 팔 필요없고 여기 매물이 젤 좋네요	5점
1511	네일아트	최고예요	5점
1512	우가뚝배기	정성가득 그리고  친절 시흥시청  맛집  인정!	5점
1513	고기더고기	맛있어요	5점
1514	풍천장어	맛있어요 깔끔하고 	5점
1515	비룡태권도장	"4년제 대학교 입시지도 하는 곳,(체능계열, 태권도학과, 경호학과)경찰, 특수경찰, 경찰특별직, 장교, 소방공무원 체력실습(여성전문)입시, 고시시간 배려 운동전략 해주세요"	5점
1516	다산정육점	최고예요	5점
1517	서천한우곱창전문점	비싸서 고민했는데 그 시간에 한번더올걸 그랬어요 비싼값합니다 심지어 볶음밥도 맛있어요 특히 염통 이렇게 통통한데 첨봐여ㅠ최고	5점
1518	양평해장국	맛도좋고 양도푸짐해서 제가먹어본양평해장국중에 최고이에요~  	5점
1519	블루스크린	시흥컴퓨터에 지존 컴임코리아 사업번창하시구요. 꿈을 이루세요 화이팅	5점
1520	김동구부동산	사장님 덕분에 좋은 상가 구했네요^^ 감사 드려요~~~ 걱정도 많고 탈도 많았는데 덕분에 좋은 상가 구해서 너무 좋아요~~ㅎㅎㅎ 진심으로 애써주셔서 감사 드립니다.	5점
1521	서해전기조명인테리어	저렴하고 꼼꼼하게 전기 공사를 합니다	5점
1522	레떼	친절 합니다. 옷도 이뻐요~	5점
1523	옛날우동짜장	새벽에 나가서 먹고싶은맛	5점
1524	풀꽃세상	"다양한 꽃과 나무, 주인장의 친절함과 눈을 사로잡는 너무나 멋진 도자기들..."	5점
1525	풀매스냅	돌사진 예쁘게 잘 담아주셔서 감사합니다.  둘째때도 부탁드려요~~ ^^	5점
1526	맘스플라워	실내정원 너무 이쁘게 작업해주셔서 너무 만족합니다 ..대박나세요 	5점
1527	훌랄라참숯바베큐	여기에도 훌랄라 있었네요~치즈바베큐 맛있게 잘먹고 갑니다ㅎㅎ	5점
1528	세진에너지시화공단주유소	주유하러 매번가는데 음료도 주시고 서비스굿	5점
1529	찌그러진주전자	메뉴 종류도 다양하고 저렴 하면서 사장님이 정이 넘치세요 	5점
1530	현대익스프레스	친절한이사 감사합니다! 낯선지역이라 걱정많았는데 잘챙겨주셔서 감사했어요!!!	5점
1531	초원참숯양꼬치	진짜존맛..대야동맛집인정	5점
1532	석사공인중개사사무소	사장님이 친절하시고~ 물건도 많은거 같네요~ 추천하고싶은 부동산이네요	5점
1533	튼튼영어마스터클럽시흥매화영어	멋지고 실력있는 원장님과 강사님 홧팅!	5점
1534	옥돌삼계탕	최고예요	5점
1535	예원스튜디오	요즘 아기사진이 부담스럽게 비싼데 여기는 다른 베이비 전문스튜디오에비해 좀 저렴하고  퀄리티는  똑같아서  가까운 우리동네에서 찍었어요 성장앨범인데 다른 베이비 전문점은 50일~돌까지 앨범 장수가 12장인데  여기는 20페이지를 만들어줘서 볼것도많고  앨범도 빈약해보이지않아요.... 동네사진관이라고 우습게볼게 아닌거 같아요	5점
1536	미술이야기교습소	최고예요	5점
1537	한지식당	가성비 좋아요!! 맛있습니다^^ 사진을 못찍어서 아쉽네요;;; 	5점
1538	건일인력개발	자유롭게 경제활동을 하고 싶으세요.  당신의 뜻대로 자유롭게 일할 수 있습니다.  어떻게 할 수 있나요  건일일력으로 방문하세요  그러면 당신의 뜻대로 해결될 수 있습니다. 과장서승환010-4113-3585.	5점
